awb_number,activity,bucket
23502730921681,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502730925354,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502730959153,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502730969384,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502730998983,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731051450,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731060270,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731064400,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731079354,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731134094,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731139801,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731149811,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731193362,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731193863,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731196394,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731204094,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731212236,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731221281,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731231921,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731233940,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731235550,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731235981,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731251775,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731268284,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731327493,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731328576,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731338531,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731355320,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
23502731363204,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210086376,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210089386,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210089681,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210090904,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210101743,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210110375,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210126405,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210131574,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210135601,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210136931,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210139683,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210148341,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210155153,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210161232,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210164592,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210165815,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210167790,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210169455,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210170004,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210173283,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210174215,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210174580,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210185172,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210203055,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210203490,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210217195,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210239875,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210241076,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53668210244576,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53965010022105,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53965010042151,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53965010054736,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53965010062230,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
53965010072660,In Transit - Returned as per Client Instructions,RTO Reason: Client Instruction
18755850058443,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850072933,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850081624,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850093421,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850110394,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850168940,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850171025,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850190522,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850284226,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850297176,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850614825,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850692993,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850696983,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850700586,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850710876,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850715113,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850729765,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850738294,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850739764,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850742122,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850742645,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850747733,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850769282,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850801014,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850820124,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850887232,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850956856,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850970672,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850971980,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850985136,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850985302,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755850985965,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851005440,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851018305,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851051592,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851104335,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851109154,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851112013,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851177791,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851250016,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851265545,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851268474,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851307442,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851307615,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851323435,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851323763,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851326106,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
18755851328836,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730092100,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730127251,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730137865,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730257462,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730418974,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730513640,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730689163,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730811593,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730820925,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730861374,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730907670,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730908506,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502730928666,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731031496,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731160812,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731264880,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731287884,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731289822,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
23502731299681,In Transit - Returned as per Security Instructions,RTO Reason: Security Instruction
